"from","to","m","km","miles","seconds","minutes","hours","long","lat","minutes_discrete","city"
"Unnamed Road, Cremorne Point NSW 2090, Australia","483 George St, Sydney NSW 2000, Australia",8960,8.96,5.567744,2395,39.9166666666667,0.665277777777778,151.2341157,-33.8501575,"(35,40]","Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2391157,-33.8501575,NA,"Sydney"
"Bradleys Head Walking Track, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",11234,11.234,6.9808076,3446,57.4333333333333,0.957222222222222,151.2441157,-33.8501575,"(55,60]","Sydney"
"Taylors Bay Track, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",11007,11.007,6.8397498,3248,54.1333333333333,0.902222222222222,151.2491157,-33.8501575,"(50,55]","Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2541157,-33.8501575,NA,"Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2591157,-33.8501575,NA,"Sydney"
"Promenade Rd, Vaucluse NSW 2030, Australia","483 George St, Sydney NSW 2000, Australia",9665,9.665,6.005831,2928,48.8,0.813333333333333,151.2641157,-33.8501575,"(45,50]","Sydney"
"35-37 Coolong Rd, Vaucluse NSW 2030, Australia","483 George St, Sydney NSW 2000, Australia",9626,9.626,5.9815964,2893,48.2166666666667,0.803611111111111,151.2691157,-33.8501575,"(45,50]","Sydney"
"99 Wentworth Rd, Vaucluse NSW 2030, Australia","483 George St, Sydney NSW 2000, Australia",9992,9.992,6.2090288,2747,45.7833333333333,0.763055555555556,151.2741157,-33.8501575,"(45,50]","Sydney"
"32 Dick St, Henley NSW 2111, Australia","483 George St, Sydney NSW 2000, Australia",9368,9.368,5.8212752,2346,39.1,0.651666666666667,151.1341157,-33.8451575,"(35,40]","Sydney"
"36 William St, Henley NSW 2111, Australia","483 George St, Sydney NSW 2000, Australia",9320,9.32,5.791448,2276,37.9333333333333,0.632222222222222,151.1391157,-33.8451575,"(35,40]","Sydney"
"357B Victoria Pl, Drummoyne NSW 2047, Australia","483 George St, Sydney NSW 2000, Australia",7649,7.649,4.7530886,2290,38.1666666666667,0.636111111111111,151.1441157,-33.8451575,"(35,40]","Sydney"
"309 Victoria Pl, Drummoyne NSW 2047, Australia","483 George St, Sydney NSW 2000, Australia",7266,7.266,4.5150924,1995,33.25,0.554166666666667,151.1491157,-33.8451575,"(30,35]","Sydney"
"54B Wrights Rd, Drummoyne NSW 2047, Australia","483 George St, Sydney NSW 2000, Australia",7044,7.044,4.3771416,1788,29.8,0.496666666666667,151.1541157,-33.8451575,"(25,30]","Sydney"
"128 Lower St Georges Cres, Drummoyne NSW 2047, Australia","483 George St, Sydney NSW 2000, Australia",7327,7.327,4.5529978,2024,33.7333333333333,0.562222222222222,151.1591157,-33.8451575,"(30,35]","Sydney"
"18 Le Vesinet Dr, Hunters Hill NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",10521,10.521,6.5377494,2467,41.1166666666667,0.685277777777778,151.1641157,-33.8451575,"(40,45]","Sydney"
"33.846680, 151, Australia","483 George St, Sydney NSW 2000, Australia",NA,NA,NA,NA,NA,NA,151.1691157,-33.8451575,NA,"Sydney"
"Unnamed Road, New South Wales, Australia","483 George St, Sydney NSW 2000, Australia",75999,75.999,47.2257786,8232,137.2,2.28666666666667,151.1741157,-33.8451575,NA,"Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.1791157,-33.8451575,NA,"Sydney"
"9 Numa St, Birchgrove NSW 2041, Australia","483 George St, Sydney NSW 2000, Australia",7364,7.364,4.5759896,2267,37.7833333333333,0.629722222222222,151.1841157,-33.8451575,"(35,40]","Sydney"
"Unnamed Road, Birchgrove NSW 2041, Australia","483 George St, Sydney NSW 2000, Australia",6228,6.228,3.8700792,1965,32.75,0.545833333333333,151.1891157,-33.8451575,"(30,35]","Sydney"
"1 Balls Head Dr, Waverton NSW 2060, Australia","483 George St, Sydney NSW 2000, Australia",6193,6.193,3.8483302,1830,30.5,0.508333333333333,151.1941157,-33.8451575,"(30,35]","Sydney"
"8 Munro St, McMahons Point NSW 2060, Australia","483 George St, Sydney NSW 2000, Australia",5000,5,3.107,1414,23.5666666666667,0.392777777777778,151.1991157,-33.8451575,"(20,25]","Sydney"
"101 Blues Point Rd (rear), McMahons Point NSW 2060, Australia","483 George St, Sydney NSW 2000, Australia",4736,4.736,2.9429504,1215,20.25,0.3375,151.2041157,-33.8451575,"(20,25]","Sydney"
"Luna Park Picnic Area, 1 Olympic Dr, Milsons Point NSW 2061, Australia","483 George St, Sydney NSW 2000, Australia",4306,4.306,2.6757484,1312,21.8666666666667,0.364444444444444,151.2091157,-33.8451575,"(20,25]","Sydney"
"50 Willoughby St, Kirribilli NSW 2061, Australia","483 George St, Sydney NSW 2000, Australia",3729,3.729,2.3172006,844,14.0666666666667,0.234444444444444,151.2141157,-33.8451575,"(10,15]","Sydney"
"Port Jackson, Australia","483 George St, Sydney NSW 2000, Australia",11002,11.002,6.8366428,3244,54.0666666666667,0.901111111111111,151.2191157,-33.8451575,"(50,55]","Sydney"
"192B Kurraba Rd, Kurraba Point NSW 2089, Australia","483 George St, Sydney NSW 2000, Australia",5487,5.487,3.4096218,2212,36.8666666666667,0.614444444444444,151.2241157,-33.8451575,"(35,40]","Sydney"
"13 Milson Rd, Cremorne Point NSW 2090, Australia","483 George St, Sydney NSW 2000, Australia",9454,9.454,5.8747156,2425,40.4166666666667,0.673611111111111,151.2291157,-33.8451575,"(40,45]","Sydney"
"2 Raglan St, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",11521,11.521,7.1591494,3697,61.6166666666667,1.02694444444444,151.2341157,-33.8451575,"(60,65]","Sydney"
"Athol Wharf Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",11136,11.136,6.9199104,3333,55.55,0.925833333333333,151.2391157,-33.8451575,"(55,60]","Sydney"
"1 Bradleys Head Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",10606,10.606,6.5905684,2864,47.7333333333333,0.795555555555556,151.2441157,-33.8451575,"(45,50]","Sydney"
"12 Iluka Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",10931,10.931,6.7925234,3240,54,0.9,151.2491157,-33.8451575,"(50,55]","Sydney"
"Taylors Bay Track, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",11007,11.007,6.8397498,3248,54.1333333333333,0.902222222222222,151.2541157,-33.8451575,"(50,55]","Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2591157,-33.8451575,NA,"Sydney"
"Bottle and Glass Rd, Vaucluse NSW 2030, Australia","483 George St, Sydney NSW 2000, Australia",9643,9.643,5.9921602,2928,48.8,0.813333333333333,151.2641157,-33.8451575,"(45,50]","Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2691157,-33.8451575,NA,"Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2741157,-33.8451575,NA,"Sydney"
"4, Gladesville NSW 2111, Australia","483 George St, Sydney NSW 2000, Australia",11594,11.594,7.2045116,2406,40.1,0.668333333333333,151.1341157,-33.8401575,"(40,45]","Sydney"
"22 Mortimer Lewis Dr, Huntleys Cove NSW 2111, Australia","483 George St, Sydney NSW 2000, Australia",8579,8.579,5.3309906,2063,34.3833333333333,0.573055555555556,151.1391157,-33.8401575,"(30,35]","Sydney"
"3 Huntleys Point Rd, Huntleys Point NSW 2111, Australia","483 George St, Sydney NSW 2000, Australia",8596,8.596,5.3415544,2100,35,0.583333333333333,151.1441157,-33.8401575,"(30,35]","Sydney"
"43A Huntleys Point Rd, Huntleys Point NSW 2111, Australia","483 George St, Sydney NSW 2000, Australia",8835,8.835,5.490069,2279,37.9833333333333,0.633055555555556,151.1491157,-33.8401575,"(35,40]","Sydney"
"1B Ferry St, Hunters Hill NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",10129,10.129,6.2941606,3158,52.6333333333333,0.877222222222222,151.1541157,-33.8401575,"(50,55]","Sydney"
"16 Wybalena Rd, Hunters Hill NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",9988,9.988,6.2065432,2040,34,0.566666666666667,151.1591157,-33.8401575,"(30,35]","Sydney"
"45 Woolwich Rd, Hunters Hill NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",10753,10.753,6.6819142,3689,61.4833333333333,1.02472222222222,151.1641157,-33.8401575,"(60,65]","Sydney"
"77 Woolwich Rd, Woolwich NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",11198,11.198,6.9584372,3637,60.6166666666667,1.01027777777778,151.1691157,-33.8401575,"(60,65]","Sydney"
"15 Mayfield Ave, Woolwich NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",11438,11.438,7.1075732,2208,36.8,0.613333333333333,151.1741157,-33.8401575,"(35,40]","Sydney"
"30 Upper Serpentine Rd, Greenwich NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",8654,8.654,5.3775956,1809,30.15,0.5025,151.1791157,-33.8401575,"(30,35]","Sydney"
"8 Manns Ave, Greenwich NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",8328,8.328,5.1750192,1726,28.7666666666667,0.479444444444444,151.1841157,-33.8401575,"(25,30]","Sydney"
"2-10 Shirley Rd, Wollstonecraft NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",6742,6.742,4.1894788,1678,27.9666666666667,0.466111111111111,151.1891157,-33.8401575,"(25,30]","Sydney"
"14 Ross St, Waverton NSW 2060, Australia","483 George St, Sydney NSW 2000, Australia",6236,6.236,3.8750504,1771,29.5166666666667,0.491944444444444,151.1941157,-33.8401575,"(25,30]","Sydney"
"Unit 2/11 Woolcott Avenue, Waverton NSW 2060, Australia","483 George St, Sydney NSW 2000, Australia",5733,5.733,3.5624862,1370,22.8333333333333,0.380555555555556,151.1991157,-33.8401575,"(20,25]","Sydney"
"18-40 William St, North Sydney NSW 2060, Australia","483 George St, Sydney NSW 2000, Australia",4297,4.297,2.6701558,776,12.9333333333333,0.215555555555556,151.2041157,-33.8401575,"(10,15]","Sydney"
"65 Walker St, North Sydney NSW 2060, Australia","483 George St, Sydney NSW 2000, Australia",4293,4.293,2.6676702,823,13.7166666666667,0.228611111111111,151.2091157,-33.8401575,"(10,15]","Sydney"
"38 Clark Rd, North Sydney NSW 2060, Australia","483 George St, Sydney NSW 2000, Australia",4288,4.288,2.6645632,1353,22.55,0.375833333333333,151.2141157,-33.8401575,"(20,25]","Sydney"
"33 Hayes St, Neutral Bay NSW 2089, Australia","483 George St, Sydney NSW 2000, Australia",4665,4.665,2.898831,1625,27.0833333333333,0.451388888888889,151.2191157,-33.8401575,"(25,30]","Sydney"
"5 Gundimaine Ave, Kurraba Point NSW 2089, Australia","483 George St, Sydney NSW 2000, Australia",5175,5.175,3.215745,1980,33,0.55,151.2241157,-33.8401575,"(30,35]","Sydney"
"41 Kareela Rd, Cremorne Point NSW 2090, Australia","483 George St, Sydney NSW 2000, Australia",7474,7.474,4.6443436,2496,41.6,0.693333333333333,151.2291157,-33.8401575,"(40,45]","Sydney"
"42 Raglan St, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",10537,10.537,6.5476918,2782,46.3666666666667,0.772777777777778,151.2341157,-33.8401575,"(45,50]","Sydney"
"32 Rickard Ave, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",10715,10.715,6.658301,3008,50.1333333333333,0.835555555555556,151.2391157,-33.8401575,"(50,55]","Sydney"
"14 Bradleys Head Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",10230,10.23,6.356922,2560,42.6666666666667,0.711111111111111,151.2441157,-33.8401575,"(40,45]","Sydney"
"18 David St, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",10450,10.45,6.49363,2845,47.4166666666667,0.790277777777778,151.2491157,-33.8401575,"(45,50]","Sydney"
"11a Chowder Bay Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",12654,12.654,7.8631956,2692,44.8666666666667,0.747777777777778,151.2541157,-33.8401575,"(40,45]","Sydney"
"Chowder Bay Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",11745,11.745,7.298343,2998,49.9666666666667,0.832777777777778,151.2591157,-33.8401575,"(45,50]","Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2641157,-33.8401575,NA,"Sydney"
"Green Point Walking Track, Watsons Bay NSW 2030, Australia","483 George St, Sydney NSW 2000, Australia",13385,13.385,8.317439,3705,61.75,1.02916666666667,151.2691157,-33.8401575,"(60,65]","Sydney"
"Green Point Walking Track, Watsons Bay NSW 2030, Australia","483 George St, Sydney NSW 2000, Australia",13385,13.385,8.317439,3705,61.75,1.02916666666667,151.2741157,-33.8401575,"(60,65]","Sydney"
"41 Prince Edward St, Gladesville NSW 2111, Australia","483 George St, Sydney NSW 2000, Australia",9905,9.905,6.154967,2325,38.75,0.645833333333333,151.1341157,-33.8351575,"(35,40]","Sydney"
"23 Rocher Ave, Hunters Hill NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",9294,9.294,5.7752916,2532,42.2,0.703333333333333,151.1391157,-33.8351575,"(40,45]","Sydney"
"8A Joubert St, Hunters Hill NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",8761,8.761,5.4440854,2101,35.0166666666667,0.583611111111111,151.1441157,-33.8351575,"(35,40]","Sydney"
"10 Mount St, Hunters Hill NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",8642,8.642,5.3701388,1840,30.6666666666667,0.511111111111111,151.1491157,-33.8351575,"(30,35]","Sydney"
"23 Alexandra St, Hunters Hill NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",9053,9.053,5.6255342,1927,32.1166666666667,0.535277777777778,151.1541157,-33.8351575,"(30,35]","Sydney"
"80 Alexandra St, Hunters Hill NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",9941,9.941,6.1773374,3016,50.2666666666667,0.837777777777778,151.1591157,-33.8351575,"(50,55]","Sydney"
"22 Belcote Rd, Longueville NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",10538,10.538,6.5483132,2482,41.3666666666667,0.689444444444444,151.1641157,-33.8351575,"(40,45]","Sydney"
"5 Mary St, Longueville NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",7496,7.496,4.6580144,2436,40.6,0.676666666666667,151.1691157,-33.8351575,"(40,45]","Sydney"
"62B Lucretia Ave, Longueville NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",11090,11.09,6.891326,2462,41.0333333333333,0.683888888888889,151.1741157,-33.8351575,"(40,45]","Sydney"
"11 Werambie St, Woolwich NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",11866,11.866,7.3735324,2339,38.9833333333333,0.649722222222222,151.1791157,-33.8351575,"(35,40]","Sydney"
"165 Greenwich Rd, Greenwich NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",7580,7.58,4.710212,1572,26.2,0.436666666666667,151.1841157,-33.8351575,"(25,30]","Sydney"
"24 Milray Ave, Wollstonecraft NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",6548,6.548,4.0689272,1426,23.7666666666667,0.396111111111111,151.1891157,-33.8351575,"(20,25]","Sydney"
"62 Walumetta Dr, Wollstonecraft NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",6714,6.714,4.1720796,1550,25.8333333333333,0.430555555555556,151.1941157,-33.8351575,"(25,30]","Sydney"
"45 King St, Waverton NSW 2060, Australia","483 George St, Sydney NSW 2000, Australia",5498,5.498,3.4164572,1189,19.8166666666667,0.330277777777778,151.1991157,-33.8351575,"(15,20]","Sydney"
"10A Bay Rd, North Sydney NSW 2060, Australia","483 George St, Sydney NSW 2000, Australia",4957,4.957,3.0802798,1277,21.2833333333333,0.354722222222222,151.2041157,-33.8351575,"(20,25]","Sydney"
"168 McLaren St, North Sydney NSW 2060, Australia","483 George St, Sydney NSW 2000, Australia",4900,4.9,3.04486,1327,22.1166666666667,0.368611111111111,151.2091157,-33.8351575,"(20,25]","Sydney"
"30 Eaton St, Neutral Bay NSW 2089, Australia","483 George St, Sydney NSW 2000, Australia",4914,4.914,3.0535596,1578,26.3,0.438333333333333,151.2141157,-33.8351575,"(25,30]","Sydney"
"66 Raymond Rd, Neutral Bay NSW 2089, Australia","483 George St, Sydney NSW 2000, Australia",6316,6.316,3.9247624,1568,26.1333333333333,0.435555555555556,151.2191157,-33.8351575,"(25,30]","Sydney"
"19A Bennett St, Cremorne NSW 2090, Australia","483 George St, Sydney NSW 2000, Australia",6677,6.677,4.1490878,1314,21.9,0.365,151.2241157,-33.8351575,"(20,25]","Sydney"
"23 Spofforth St, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",6959,6.959,4.3243226,2034,33.9,0.565,151.2291157,-33.8351575,"(30,35]","Sydney"
"27 Avenue Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",10085,10.085,6.266819,2844,47.4,0.79,151.2341157,-33.8351575,"(45,50]","Sydney"
"95 Raglan St, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",9812,9.812,6.0971768,2681,44.6833333333333,0.744722222222222,151.2391157,-33.8351575,"(40,45]","Sydney"
"Blessed Sacrament School, 2 Queen St, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",9585,9.585,5.956119,2502,41.7,0.695,151.2441157,-33.8351575,"(40,45]","Sydney"
"Rawson Oval Mosman, Cross Street, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",9798,9.798,6.0884772,2625,43.75,0.729166666666667,151.2491157,-33.8351575,"(40,45]","Sydney"
"5 Markham Cl, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",10049,10.049,6.2444486,2907,48.45,0.8075,151.2541157,-33.8351575,"(45,50]","Sydney"
"32g Suakin Dr, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",10425,10.425,6.478095,3187,53.1166666666667,0.885277777777778,151.2591157,-33.8351575,"(50,55]","Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2641157,-33.8351575,NA,"Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2691157,-33.8351575,NA,"Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2741157,-33.8351575,NA,"Sydney"
"6 Auburn St, Hunters Hill NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",10212,10.212,6.3457368,3116,51.9333333333333,0.865555555555556,151.1341157,-33.8301575,"(50,55]","Sydney"
"7 Mark St, Hunters Hill NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",9235,9.235,5.738629,2481,41.35,0.689166666666667,151.1391157,-33.8301575,"(40,45]","Sydney"
"22 Martin St, Hunters Hill NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",9378,9.378,5.8274892,2654,44.2333333333333,0.737222222222222,151.1441157,-33.8301575,"(40,45]","Sydney"
"22A Haughton St, Linley Point NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",9778,9.778,6.0760492,3372,56.2,0.936666666666667,151.1491157,-33.8301575,"(55,60]","Sydney"
"24 Ferdinand St, Hunters Hill NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",9731,9.731,6.0468434,2858,47.6333333333333,0.793888888888889,151.1541157,-33.8301575,"(45,50]","Sydney"
"4 Kinniard Cl, Riverview NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",15665,15.665,9.734231,3170,52.8333333333333,0.880555555555556,151.1591157,-33.8301575,"(50,55]","Sydney"
"3 Wharf Rd, Longueville NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",10546,10.546,6.5532844,2462,41.0333333333333,0.683888888888889,151.1641157,-33.8301575,"(40,45]","Sydney"
"69 Arabella St, Longueville NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",12723,12.723,7.9060722,2934,48.9,0.815,151.1691157,-33.8301575,"(45,50]","Sydney"
"10 Kellys Esplanade, Northwood NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",7057,7.057,4.3852198,2616,43.6,0.726666666666667,151.1741157,-33.8301575,"(40,45]","Sydney"
"3 Eva Ln, Northwood NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",6739,6.739,4.1876146,2335,38.9166666666667,0.648611111111111,151.1791157,-33.8301575,"(35,40]","Sydney"
"4 Bent St, Greenwich NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",7330,7.33,4.554862,1756,29.2666666666667,0.487777777777778,151.1841157,-33.8301575,"(25,30]","Sydney"
"2 Glenview St, Greenwich NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",6618,6.618,4.1124252,1443,24.05,0.400833333333333,151.1891157,-33.8301575,"(20,25]","Sydney"
"24 Milner Cres, Wollstonecraft NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",6413,6.413,3.9850382,1250,20.8333333333333,0.347222222222222,151.1941157,-33.8301575,"(20,25]","Sydney"
"46 Morton St, Wollstonecraft NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",6891,6.891,4.2820674,1563,26.05,0.434166666666667,151.1991157,-33.8301575,"(25,30]","Sydney"
"9 Emmett St, Crows Nest NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",5847,5.847,3.6333258,1738,28.9666666666667,0.482777777777778,151.2041157,-33.8301575,"(25,30]","Sydney"
"290 Miller St, North Sydney NSW 2060, Australia","483 George St, Sydney NSW 2000, Australia",5412,5.412,3.3630168,2014,33.5666666666667,0.559444444444444,151.2091157,-33.8301575,"(30,35]","Sydney"
"M1, Cammeray NSW 2062, Australia","483 George St, Sydney NSW 2000, Australia",8403,8.403,5.2216242,2033,33.8833333333333,0.564722222222222,151.2141157,-33.8301575,"(30,35]","Sydney"
"118 Military Rd, Neutral Bay NSW 2089, Australia","483 George St, Sydney NSW 2000, Australia",5787,5.787,3.5960418,1168,19.4666666666667,0.324444444444444,151.2191157,-33.8301575,"(15,20]","Sydney"
"19 Waters Rd, Neutral Bay NSW 2089, Australia","483 George St, Sydney NSW 2000, Australia",6405,6.405,3.980067,1403,23.3833333333333,0.389722222222222,151.2241157,-33.8301575,"(20,25]","Sydney"
"128 Spencer Rd, Cremorne NSW 2090, Australia","483 George St, Sydney NSW 2000, Australia",7128,7.128,4.4293392,1686,28.1,0.468333333333333,151.2291157,-33.8301575,"(25,30]","Sydney"
"53A Spencer Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",7444,7.444,4.6257016,2149,35.8166666666667,0.596944444444444,151.2341157,-33.8301575,"(35,40]","Sydney"
"4 Noble St, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",8931,8.931,5.5497234,2639,43.9833333333333,0.733055555555556,151.2391157,-33.8301575,"(40,45]","Sydney"
"771 Military Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",8838,8.838,5.4919332,2187,36.45,0.6075,151.2441157,-33.8301575,"(35,40]","Sydney"
"26 Mulbring St, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",9798,9.798,6.0884772,2940,49,0.816666666666667,151.2491157,-33.8301575,"(45,50]","Sydney"
"42 Plunkett Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",10299,10.299,6.3997986,3100,51.6666666666667,0.861111111111111,151.2541157,-33.8301575,"(50,55]","Sydney"
"1204 Middle Head Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",10625,10.625,6.602375,2359,39.3166666666667,0.655277777777778,151.2591157,-33.8301575,"(35,40]","Sydney"
"1110 Middle Head Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",11189,11.189,6.9528446,2582,43.0333333333333,0.717222222222222,151.2641157,-33.8301575,"(40,45]","Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2691157,-33.8301575,NA,"Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2741157,-33.8301575,NA,"Sydney"
"84 Ryde Rd, Hunters Hill NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",9991,9.991,6.2084074,2875,47.9166666666667,0.798611111111111,151.1341157,-33.8251575,"(45,50]","Sydney"
"26 Park Rd, Hunters Hill NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",10068,10.068,6.2562552,2774,46.2333333333333,0.770555555555556,151.1391157,-33.8251575,"(45,50]","Sydney"
"Lane Cove Valley Walk, Hunters Hill NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",11821,11.821,7.3455694,3236,53.9333333333333,0.898888888888889,151.1441157,-33.8251575,"(50,55]","Sydney"
"381 Burns Bay Rd, Lane Cove West NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",9953,9.953,6.1847942,3312,55.2,0.92,151.1491157,-33.8251575,"(55,60]","Sydney"
"22 Coonah Parade, Riverview NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",14451,14.451,8.9798514,2708,45.1333333333333,0.752222222222222,151.1541157,-33.8251575,"(45,50]","Sydney"
"8 Loyola Dr, Riverview NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",15268,15.268,9.4875352,2841,47.35,0.789166666666667,151.1591157,-33.8251575,"(45,50]","Sydney"
"14 Romani Ave, Riverview NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",13309,13.309,8.2702126,2916,48.6,0.81,151.1641157,-33.8251575,"(45,50]","Sydney"
"9 Borambil Pl, Longueville NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",12346,12.346,7.6718044,2620,43.6666666666667,0.727777777777778,151.1691157,-33.8251575,"(40,45]","Sydney"
"21 Northwood Rd, Longueville NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",12069,12.069,7.4996766,2408,40.1333333333333,0.668888888888889,151.1741157,-33.8251575,"(40,45]","Sydney"
"Unit 1/137 River Rd, Northwood NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",8024,8.024,4.9861136,2723,45.3833333333333,0.756388888888889,151.1791157,-33.8251575,"(45,50]","Sydney"
"23 Kingslangley Rd, Greenwich NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",7444,7.444,4.6257016,2076,34.6,0.576666666666667,151.1841157,-33.8251575,"(30,35]","Sydney"
"130-134 Pacific Hwy, Greenwich NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",8160,8.16,5.070624,1611,26.85,0.4475,151.1891157,-33.8251575,"(25,30]","Sydney"
"5 Canberra Ave, St Leonards NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",7904,7.904,4.9115456,1542,25.7,0.428333333333333,151.1941157,-33.8251575,"(25,30]","Sydney"
"22-26 Clarke St, Crows Nest NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",8164,8.164,5.0731096,1617,26.95,0.449166666666667,151.1991157,-33.8251575,"(25,30]","Sydney"
"46 Holtermann St, Crows Nest NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",6624,6.624,4.1161536,2185,36.4166666666667,0.606944444444444,151.2041157,-33.8251575,"(35,40]","Sydney"
"37 Rosalind St, Cammeray NSW 2062, Australia","483 George St, Sydney NSW 2000, Australia",8548,8.548,5.3117272,2088,34.8,0.58,151.2091157,-33.8251575,"(30,35]","Sydney"
"2 Bells Ave, Cammeray NSW 2062, Australia","483 George St, Sydney NSW 2000, Australia",8784,8.784,5.4583776,2028,33.8,0.563333333333333,151.2141157,-33.8251575,"(30,35]","Sydney"
"7 Earle St, Cremorne NSW 2090, Australia","483 George St, Sydney NSW 2000, Australia",6586,6.586,4.0925404,1895,31.5833333333333,0.526388888888889,151.2191157,-33.8251575,"(30,35]","Sydney"
